q1,q2,q1_example_answers,generated_impostor_answer,generated_impostor_raw,impostor_answer_type,judge_choice,judge_raw_output,judge_valid_output,judge_correct,blended_in,caught_by_judge,pair_index,round_num
mythological creature,movie monster,"['mummy', 'centaur']",gorgon,gorgon,invalid,yes,yes,True,False,True,False,54,2
mythological creature,movie monster,"['unicorn', 'mermaid']",mummy,mummy,shared,no,no,True,False,False,True,54,3
mythological creature,movie monster,"['kraken', 'ghost']",mummy,mummy,shared,no,no,True,False,False,True,54,4
hobby,outdoor activity,"['baking', 'reading']",hiking,hiking,shared,yes,yes,True,True,True,False,55,0
hobby,outdoor activity,"['camping', 'pottery']",hiking,hiking,shared,yes,yes,True,True,True,False,55,1
hobby,outdoor activity,"['fishing', 'pottery']",hiking,hiking,shared,yes,yes,True,True,True,False,55,2
hobby,outdoor activity,"['gardening', 'photography']",hiking,hiking,shared,yes,yes,True,True,True,False,55,3
hobby,outdoor activity,"['sewing', 'baking']",climbing,climbing,invalid,yes,yes,True,False,True,False,55,4
ocean animal,aquarium pet,"['starfish', 'shark']",goldfish,goldfish,q2_only,no,no,True,True,False,True,56,0
ocean animal,aquarium pet,"['starfish', 'sea turtle']",fish,fish,invalid,yes,yes,True,False,True,False,56,1
ocean animal,aquarium pet,"['manatee', 'whale']",fish,fish,invalid,yes,yes,True,False,True,False,56,2
ocean animal,aquarium pet,"['seal', 'starfish']",fish,fish,invalid,yes,yes,True,False,True,False,56,3
ocean animal,aquarium pet,"['crab', 'eel']",fish,fish,invalid,yes,yes,True,False,True,False,56,4
winter sport,olympic sport,"['bobsleigh', 'snowshoeing']",figure skating,figure skating,invalid,yes,yes,True,False,True,False,57,0
winter sport,olympic sport,"['ski jumping', 'skeleton']",trampoline,trampoline,invalid,no,no,True,True,False,True,57,1
winter sport,olympic sport,"['skeleton', 'sledding']",luge,luge,invalid,yes,yes,True,False,True,False,57,2
winter sport,olympic sport,"['curling', 'sledding']",figure skating,figure skating,invalid,yes,yes,True,False,True,False,57,3
winter sport,olympic sport,"['luge', 'biathlon']",snowboarding,snowboarding,shared,yes,yes,True,True,True,False,57,4
citrus fruit,tropical fruit,"['calamansi', 'lemon']",mango,mango,q2_only,no,no,True,True,False,True,58,0
citrus fruit,tropical fruit,"['bergamot', 'tangelo']",mango,mango,q2_only,no,no,True,True,False,True,58,1
citrus fruit,tropical fruit,"['yuzu', 'tangelo']",mangosteen,mangosteen,invalid,no,no,True,True,False,True,58,2
citrus fruit,tropical fruit,"['lemon', 'pomelo']",mango,mango,q2_only,no,no,True,True,False,True,58,3
citrus fruit,tropical fruit,"['lemon', 'citron']",mango,mango,q2_only,no,no,True,True,False,True,58,4
string instrument,orchestra instrument,"['banjo', 'guitar']",violin,violin,shared,yes,yes,True,True,True,False,59,0
string instrument,orchestra instrument,"['banjo', 'mandolin']",violin,violin,shared,yes,yes,True,True,True,False,59,1
string instrument,orchestra instrument,"['harp', 'viola']",trumpet,trumpet,q2_only,no,no,True,True,False,True,59,2
string instrument,orchestra instrument,"['banjo', 'violin']",viola,viola,invalid,yes,yes,True,False,True,False,59,3
string instrument,orchestra instrument,"['harp', 'viola']",trumpet,trumpet,q2_only,no,no,True,True,False,True,59,4
european capital,coastal city,"['budapest', 'copenhagen']",portugal,portugal,invalid,no,no,True,True,False,True,60,0
european capital,coastal city,"['london', 'berlin']",portugal,portugal,invalid,no,no,True,True,False,True,60,1
european capital,coastal city,"['london', 'vienna']",crete,crete,invalid,no,no,True,True,False,True,60,2
european capital,coastal city,"['lisbon', 'rome']",antalya,antalya,invalid,no,no,True,True,False,True,60,3
european capital,coastal city,"['helsinki', 'oslo']",rennes,rennes,invalid,no,no,True,True,False,True,60,4
fast food chain,pizza place,"['papa johns', 'burger king']",papa johns,papa johns,shared,no,no,True,False,False,True,61,0
fast food chain,pizza place,"['kfc', 'dairy queen']",pizzeria,pizzeria,invalid,no,no,True,True,False,True,61,1
fast food chain,pizza place,"['panera', 'chipotle']",pizzeria,pizzeria,invalid,no,no,True,True,False,True,61,2
fast food chain,pizza place,"['mcdonalds', 'sonic']",pizzeria,pizzeria,invalid,no,no,True,True,False,True,61,3
fast food chain,pizza place,"['dominos', 'arbys']",arbys,arby's,invalid,yes,yes,True,False,True,False,61,4
hand tool,gardening tool,"['drill', 'tape measure']",pruning shears,pruning shears,invalid,yes,yes,True,False,True,False,62,0
hand tool,gardening tool,"['screwdriver', 'drill']",pruning shears,pruning shears,invalid,yes,yes,True,False,True,False,62,1
hand tool,gardening tool,"['drill', 'pruners']",hoe,hoe,q2_only,no,no,True,True,False,True,62,2
hand tool,gardening tool,"['trowel', 'drill']",pruning shears,pruning shears,invalid,yes,yes,True,False,True,False,62,3
hand tool,gardening tool,"['drill', 'hammer']",pruner,pruner,invalid,no,no,True,True,False,True,62,4
flying insect,stinging insect,"['bee', 'housefly']",hornet,hornet,shared,no,no,True,False,False,True,63,0
flying insect,stinging insect,"['firefly', 'ladybug']",hornet,hornet,shared,no,no,True,False,False,True,63,1
flying insect,stinging insect,"['ladybug', 'moth']",hornet,hornet,shared,no,no,True,False,False,True,63,2
flying insect,stinging insect,"['fruit fly', 'gnat']",hornet,hornet,shared,no,no,True,False,False,True,63,3
flying insect,stinging insect,"['firefly', 'fruit fly']",hornet,hornet,shared,no,no,True,False,False,True,63,4
carnivore,african animal,"['snake', 'crocodile']",lion,lion,shared,yes,yes,True,True,True,False,64,0
carnivore,african animal,"['hawk', 'wolf']",lion,lion,shared,yes,yes,True,True,True,False,64,1
carnivore,african animal,"['fox', 'wolf']",lion,lion,shared,yes,yes,True,True,True,False,64,2
carnivore,african animal,"['tiger', 'snake']",giraffe,giraffe,q2_only,no,no,True,True,False,True,64,3
carnivore,african animal,"['fox', 'crocodile']",lion,lion,shared,yes,yes,True,True,True,False,64,4
footwear,winter clothing,"['heels', 'sneakers']",coat,coat,q2_only,no,no,True,True,False,True,65,0
footwear,winter clothing,"['snow boots', 'wedges']",coat,coat,q2_only,no,no,True,True,False,True,65,1
footwear,winter clothing,"['flip flops', 'heels']",coat,coat,q2_only,no,no,True,True,False,True,65,2
footwear,winter clothing,"['loafers', 'water shoes']",mittens,mittens,q2_only,no,no,True,True,False,True,65,3
footwear,winter clothing,"['snow boots', 'sneakers']",mittens,mittens,q2_only,no,no,True,True,False,True,65,4
red fruit,berry,"['strawberry', 'blood orange']",raspberry,raspberry,shared,yes,yes,True,True,True,False,66,0
red fruit,berry,"['redcurrant', 'blood orange']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,1
red fruit,berry,"['pomegranate', 'rhubarb']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,2
red fruit,berry,"['plum', 'watermelon']",raspberry,raspberry,shared,yes,yes,True,True,True,False,66,3
red fruit,berry,"['rhubarb', 'cherry']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,4
party game,card game,"['apples to apples', 'werewolf']",blackjack,blackjack,q2_only,no,no,True,True,False,True,67,0
party game,card game,"['scattergories', 'uno']",rummy,rummy,q2_only,no,no,True,True,False,True,67,1
party game,card game,"['mafia', 'twister']",blackjack,blackjack,q2_only,no,no,True,True,False,True,67,2
party game,card game,"['uno', 'werewolf']",go fish,go Fish,q2_only,yes,yes,True,False,True,False,67,3
party game,card game,"['codenames', 'werewolf']",go fish,go fish,q2_only,yes,yes,True,False,True,False,67,4
hot drink,caffeinated drink,"['coffee', 'hot chocolate']",tea,tea,invalid,yes,yes,True,False,True,False,68,0
hot drink,caffeinated drink,"['warm milk', 'mocha']",espresso,espresso,shared,yes,yes,True,True,True,False,68,1
hot drink,caffeinated drink,"['chai', 'herbal tea']",espresso,espresso,shared,yes,yes,True,True,True,False,68,2
hot drink,caffeinated drink,"['cappuccino', 'coffee']",tea,tea,invalid,yes,yes,True,False,True,False,68,3
hot drink,caffeinated drink,"['hot chocolate', 'tea']",coffee,coffee,shared,yes,yes,True,True,True,False,68,4
furniture,wood object,"['ottoman', 'bed']",ottoman,ottoman,invalid,yes,yes,True,False,True,False,69,0
furniture,wood object,"['nightstand', 'chair']",nightstand,nightstand,invalid,yes,yes,True,False,True,False,69,1
furniture,wood object,"['cabinet', 'dresser']",dresser,dresser,invalid,yes,yes,True,False,True,False,69,2
furniture,wood object,"['bookshelf', 'dresser']",book,book,invalid,no,no,True,True,False,True,69,3
furniture,wood object,"['stool', 'desk']",table,table,shared,yes,yes,True,True,True,False,69,4
reptile,pet,"['python', 'gecko']",ferret,ferret,q2_only,no,no,True,True,False,True,70,0
reptile,pet,"['crocodile', 'komodo dragon']",fish,fish,invalid,no,no,True,True,False,True,70,1
reptile,pet,"['alligator', 'python']",fish,fish,invalid,no,no,True,True,False,True,70,2
reptile,pet,"['anaconda', 'gecko']",goldfish,goldfish,q2_only,no,no,True,True,False,True,70,3
reptile,pet,"['crocodile', 'lizard']",fish,fish,invalid,no,no,True,True,False,True,70,4
breakfast food,baked good,"['bagel', 'french toast']",pancake,pancake,invalid,yes,yes,True,False,True,False,71,0
breakfast food,baked good,"['waffles', 'french toast']",croissant,croissant,shared,yes,yes,True,True,True,False,71,1
breakfast food,baked good,"['fruit salad', 'sausage']",croissant,croissant,shared,yes,yes,True,True,True,False,71,2
breakfast food,baked good,"['yogurt', 'french toast']",bagel,bagel,shared,yes,yes,True,True,True,False,71,3
breakfast food,baked good,"['french toast', 'yogurt']",cake,cake,q2_only,no,no,True,True,False,True,71,4
precious metal,jewelry material,"['gold', 'iridium']",diamond,diamond,q2_only,no,no,True,True,False,True,72,0
precious metal,jewelry material,"['copper', 'titanium']",gold,gold,shared,yes,yes,True,True,True,False,72,1
precious metal,jewelry material,"['iridium', 'ruthenium']",diamond,diamond,q2_only,no,no,True,True,False,True,72,2
precious metal,jewelry material,"['bronze', 'copper']",gold,gold,shared,yes,yes,True,True,True,False,72,3
precious metal,jewelry material,"['platinum', 'titanium']",gold,gold,shared,yes,yes,True,True,True,False,72,4
transport with wheels,public transport,"['skateboard', 'bus']",bus,bus,shared,yes,yes,True,True,True,False,73,0
transport with wheels,public transport,"['tractor', 'bicycle']",bus,bus,shared,yes,yes,True,True,True,False,73,1
transport with wheels,public transport,"['tram', 'golf cart']",bus,bus,shared,yes,yes,True,True,True,False,73,2
transport with wheels,public transport,"['tractor', 'motorcycle']",bus,bus,shared,yes,yes,True,True,True,False,73,3
transport with wheels,public transport,"['bus', 'skateboard']",bus,bus,shared,yes,yes,True,True,True,False,73,4
yellow food,dessert,"['cheese', 'turmeric']",cake,cake,q2_only,no,no,True,True,False,True,74,0
yellow food,dessert,"['butter', 'corn']",cake,cake,q2_only,no,no,True,True,False,True,74,1
yellow food,dessert,"['squash', 'saffron']",pudding,pudding,q2_only,no,no,True,True,False,True,74,2
yellow food,dessert,"['mango', 'butter']",mango,mango,invalid,no,no,True,True,False,True,74,3
yellow food,dessert,"['flan', 'egg yolk']",pudding,pudding,q2_only,no,no,True,True,False,True,74,4
computer peripheral,office supply,"['flash drive', 'graphics tablet']",paperclip,paperclip,invalid,no,no,True,True,False,True,75,0
computer peripheral,office supply,"['monitor', 'graphics tablet']",paperclip,paperclip,invalid,no,no,True,True,False,True,75,1
computer peripheral,office supply,"['external hard drive', 'flash drive']",paperclip,paperclip,invalid,no,no,True,True,False,True,75,2
computer peripheral,office supply,"['mousepad', 'flash drive']",paperclip,paperclip,invalid,no,no,True,True,False,True,75,3
computer peripheral,office supply,"['webcam', 'joystick']",paper,paper,q2_only,no,no,True,True,False,True,75,4
clothing brand,luxury brand,"['puma', 'uniqlo']",louis vuitton,louis vuitton,shared,yes,yes,True,True,True,False,76,0
clothing brand,luxury brand,"['gucci', 'nike']",louis vuitton,louis vuitton,shared,yes,yes,True,True,True,False,76,1
clothing brand,luxury brand,"['supreme', 'gucci']",louis vuitton,louis vuitton,shared,yes,yes,True,True,True,False,76,2
clothing brand,luxury brand,"['gap', ""levi's""]",louis vuitton,louis vuitton,shared,yes,yes,True,True,True,False,76,3
clothing brand,luxury brand,"['gucci', ""levi's""]",louis vuitton,louis vuitton,shared,yes,yes,True,True,True,False,76,4
french food,cheese,"['quiche', 'ratatouille']",brie,brie,shared,yes,yes,True,True,True,False,77,0
french food,cheese,"['crepe', 'coq au vin']",crouton,crouton,invalid,no,no,True,True,False,True,77,1
french food,cheese,"['escargot', 'crepe']",escargot,escargot,invalid,yes,yes,True,False,True,False,77,2
french food,cheese,"['munster', 'camembert']",brie,brie,shared,yes,yes,True,True,True,False,77,3
french food,cheese,"['crepe', 'camembert']",brie,brie,shared,yes,yes,True,True,True,False,77,4
mythological hero,constellation,"['odysseus', 'theseus']",odysseus,odysseus,invalid,yes,yes,True,False,True,False,78,0
mythological hero,constellation,"['jason', 'achilles']",jason,jason,invalid,yes,yes,True,False,True,False,78,1
mythological hero,constellation,"['aeneas', 'beowulf']",aeneas,aeneas,invalid,yes,yes,True,False,True,False,78,2
mythological hero,constellation,"['castor', 'hector']",castor,castor,invalid,no,no,True,True,False,True,78,3
mythological hero,constellation,"['beowulf', 'odysseus']",beowulf,beowulf,invalid,yes,yes,True,False,True,False,78,4
heavy machinery,farm equipment,"['plow', 'backhoe']",tractor,tractor,shared,yes,yes,True,True,True,False,79,0
heavy machinery,farm equipment,"['grader', 'excavator']",plow,plow,shared,no,no,True,False,False,True,79,1
heavy machinery,farm equipment,"['bulldozer', 'steamroller']",plow,plow,shared,no,no,True,False,False,True,79,2
heavy machinery,farm equipment,"['loader', 'grader']",tractor,tractor,shared,yes,yes,True,True,True,False,79,3
heavy machinery,farm equipment,"['forklift', 'plow']",tractor,tractor,shared,yes,yes,True,True,True,False,79,4
german brand,car brand,"['porsche', 'puma']",lamborghini,lamborghini,invalid,no,no,True,True,False,True,80,0
german brand,car brand,"['hugo boss', 'bosch']",audi,audi,shared,yes,yes,True,True,True,False,80,1
german brand,car brand,"['mercedes', 'sap']",porsche,porsche,shared,yes,yes,True,True,True,False,80,2
german brand,car brand,"['audi', 'bayer']",lamborghini,lamborghini,invalid,no,no,True,True,False,True,80,3
german brand,car brand,"['volkswagen', 'hugo boss']",audi,audi,shared,yes,yes,True,True,True,False,80,4
hospital staff,medical profession,"['porter', 'anesthesiologist']",radiologist,radiologist,invalid,yes,yes,True,False,True,False,81,0
hospital staff,medical profession,"['technician', 'orderly']",nurse,nurse,shared,yes,yes,True,True,True,False,81,1
hospital staff,medical profession,"['pediatrician', 'cook']",surgeon,surgeon,shared,yes,yes,True,True,True,False,81,2
hospital staff,medical profession,"['nurse', 'cook']",doctor,doctor,invalid,yes,yes,True,False,True,False,81,3
hospital staff,medical profession,"['receptionist', 'security guard']",nurse,nurse,shared,yes,yes,True,True,True,False,81,4
folk instrument,woodwind instrument,"['bouzouki', 'banjo']",flute,flute,q2_only,yes,yes,True,False,True,False,82,0
folk instrument,woodwind instrument,"['banjo', 'fife']",clarinet,clarinet,q2_only,no,no,True,True,False,True,82,1
folk instrument,woodwind instrument,"['fiddle', 'recorder']",flute,flute,q2_only,yes,yes,True,False,True,False,82,2
folk instrument,woodwind instrument,"['acoustic guitar', 'bagpipes']",oboe,oboe,q2_only,yes,yes,True,False,True,False,82,3
folk instrument,woodwind instrument,"['hurdy gurdy', 'bouzouki']",oboe,oboe,q2_only,yes,yes,True,False,True,False,82,4
camping gear,rain gear,"['tarp', 'rain boots']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,0
camping gear,rain gear,"['lantern', 'hiking boots']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,1
camping gear,rain gear,"['headlamp', 'folding chair']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,2
camping gear,rain gear,"['rain boots', 'folding chair']",rain boots,rain boots,shared,no,no,True,False,False,True,83,3
camping gear,rain gear,"['folding chair', 'water filter']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,4
soup,noodle dish,"['chicken noodle', 'pho']",ramen,ramen,shared,yes,yes,True,True,True,False,84,0
soup,noodle dish,"['udon', 'pho']",ramen,ramen,shared,yes,yes,True,True,True,False,84,1
soup,noodle dish,"['ramen', 'tomato soup']",udon,udon,shared,no,no,True,False,False,True,84,2
soup,noodle dish,"['bouillabaisse', 'split pea']",udon,udon,shared,no,no,True,False,False,True,84,3
soup,noodle dish,"['lentil soup', 'ramen']",udon,udon,shared,no,no,True,False,False,True,84,4
metal,chemical element,"['gold', 'silver']",mercury,mercury,invalid,yes,yes,True,False,True,False,85,0
metal,chemical element,"['electrum', 'bronze']",mercury,mercury,invalid,yes,yes,True,False,True,False,85,1
metal,chemical element,"['silver', 'iron']",gold,gold,shared,yes,yes,True,True,True,False,85,2
metal,chemical element,"['cast iron', 'steel']",iron,iron,shared,yes,yes,True,True,True,False,85,3
metal,chemical element,"['amalgam', 'copper']",mercury,mercury,invalid,yes,yes,True,False,True,False,85,4
spanish speaking country,south american country,"['venezuela', 'nicaragua']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,0
spanish speaking country,south american country,"['chile', 'venezuela']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,1
spanish speaking country,south american country,"['colombia', 'venezuela']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,2
spanish speaking country,south american country,"['spain', 'colombia']",argentina,argentina,shared,yes,yes,True,True,True,False,86,3
spanish speaking country,south american country,"['cuba', 'costa rica']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,4
venomous animal,australian animal,"['stingray', 'scorpion']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,0
venomous animal,australian animal,"['platypus', 'inland taipan']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,1
venomous animal,australian animal,"['funnel-web spider', 'stonefish']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,2
venomous animal,australian animal,"['platypus', 'box jellyfish']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,3
venomous animal,australian animal,"['inland taipan', 'stonefish']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,4
salty snack,movie theater food,"['pretzel', 'sunflower seeds']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,0
salty snack,movie theater food,"['pretzel', 'tortilla chips']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,1
salty snack,movie theater food,"['rice cakes', 'mixed nuts']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,2
salty snack,movie theater food,"['rice cakes', 'mixed nuts']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,3
salty snack,movie theater food,"['trail mix', 'nachos']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,4
tech giant,streaming service,"['cisco', 'microsoft']",none,none,invalid,no,no,True,True,False,True,89,0
tech giant,streaming service,"['cisco', 'amazon']",none,none,invalid,no,no,True,True,False,True,89,1
tech giant,streaming service,"['intel', 'adobe']",none,none,invalid,no,no,True,True,False,True,89,2
tech giant,streaming service,"['twitch', 'nvidia']",crunchyroll,crunchyroll,q2_only,no,no,True,True,False,True,89,3
tech giant,streaming service,"['apple', 'cisco']",none,none,invalid,no,no,True,True,False,True,89,4
flightless bird,antarctic animal,"['adelie penguin', 'galapagos cormorant']",icefish,icefish,invalid,no,no,True,True,False,True,90,0
flightless bird,antarctic animal,"['cassowary', 'macaroni penguin']",polar bear,polar bear,invalid,no,no,True,True,False,True,90,1
flightless bird,antarctic animal,"['ostrich', 'emperor penguin']",emperor penguin,emperor penguin,shared,yes,yes,True,True,True,False,90,2
flightless bird,antarctic animal,"['macaroni penguin', 'steamer duck']",polar bear,polar bear,invalid,no,no,True,True,False,True,90,3
flightless bird,antarctic animal,"['cassowary', 'emperor penguin']",emperor penguin,emperor penguin,shared,yes,yes,True,True,True,False,90,4
school subject,craft,"['physics', 'art']",art,art,shared,no,no,True,False,False,True,91,0
school subject,craft,"['pottery', 'chemistry']",pottery,pottery,shared,no,no,True,False,False,True,91,1
school subject,craft,"['chemistry', 'art']",art,art,shared,no,no,True,False,False,True,91,2
school subject,craft,"['english', 'ceramics']",pottery,pottery,shared,no,no,True,False,False,True,91,3
school subject,craft,"['geography', 'physical education']",crafts,crafts,invalid,no,no,True,True,False,True,91,4
houseplant,succulent,"['haworthia', 'pothos']",haworthia,haworthia,shared,yes,yes,True,True,True,False,92,0
houseplant,succulent,"['string of pearls', 'calathea']",string of pearls,string of pearls,shared,yes,yes,True,True,True,False,92,1
houseplant,succulent,"['snake plant', 'rubber plant']",string of pearls,string of pearls,shared,yes,yes,True,True,True,False,92,2
houseplant,succulent,"['fern', 'jade plant']",cactus,cactus,q2_only,yes,yes,True,False,True,False,92,3
houseplant,succulent,"['string of pearls', 'monstera']",string of pearls,string of pearls,shared,yes,yes,True,True,True,False,92,4
uniformed profession,medical profession,"['mechanic', 'flight attendant']",nurse,nurse,shared,yes,yes,True,True,True,False,93,0
uniformed profession,medical profession,"['pilot', 'paramedic']",nurse,nurse,shared,yes,yes,True,True,True,False,93,1
uniformed profession,medical profession,"['firefighter', 'security guard']",nurse,nurse,shared,yes,yes,True,True,True,False,93,2
uniformed profession,medical profession,"['soldier', 'surgeon']",nurse,nurse,shared,yes,yes,True,True,True,False,93,3
uniformed profession,medical profession,"['mechanic', 'nurse']",nurse,nurse,shared,yes,yes,True,True,True,False,93,4
watercraft,recreational vehicle,"['canoe', 'galleon']",boat,boat,invalid,yes,yes,True,False,True,False,94,0
watercraft,recreational vehicle,"['barge', 'trawler']",motorhome,motorhome,q2_only,no,no,True,True,False,True,94,1
watercraft,recreational vehicle,"['ferry', 'galleon']",motorhome,motorhome,q2_only,no,no,True,True,False,True,94,2
watercraft,recreational vehicle,"['jet ski', 'ferry']",motorhome,motorhome,q2_only,no,no,True,True,False,True,94,3
watercraft,recreational vehicle,"['submarine', 'pontoon boat']",motorhome,motorhome,q2_only,no,no,True,True,False,True,94,4
dietary supplement,mineral,"['calcium', 'ginseng']",quartz,quartz,q2_only,no,no,True,True,False,True,95,0
dietary supplement,mineral,"['vitamin c', 'melatonin']",copper,copper,invalid,no,no,True,True,False,True,95,1
dietary supplement,mineral,"['iron', 'probiotics']",copper,copper,invalid,no,no,True,True,False,True,95,2
dietary supplement,mineral,"['calcium', 'fish oil']",quartz,quartz,q2_only,no,no,True,True,False,True,95,3
dietary supplement,mineral,"['vitamin c', 'iron']",copper,copper,invalid,no,no,True,True,False,True,95,4
green fruit,salad ingredient,"['lime', 'honeydew']",avocado,avocado,shared,no,no,True,False,False,True,96,0
green fruit,salad ingredient,"['green tomato', 'honeydew']",avocado,avocado,shared,no,no,True,False,False,True,96,1
green fruit,salad ingredient,"['green tomato', 'breadfruit']",avocado,avocado,shared,no,no,True,False,False,True,96,2
green fruit,salad ingredient,"['starfruit', 'pear']",pineapple,pineapple,invalid,no,no,True,True,False,True,96,3
green fruit,salad ingredient,"['zucchini', 'breadfruit']",pineapple,pineapple,invalid,no,no,True,True,False,True,96,4
bird of prey,scavenger,"['eagle', 'vulture']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,0
bird of prey,scavenger,"['kestrel', 'condor']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,1
bird of prey,scavenger,"['owl', 'goshawk']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,2
bird of prey,scavenger,"['kestrel', 'falcon']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,3
bird of prey,scavenger,"['falcon', 'kite']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,4
brass instrument,jazz instrument,"['flugelhorn', 'sackbut']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,0
brass instrument,jazz instrument,"['baritone horn', 'serpent']",trombone,trombone,shared,yes,yes,True,True,True,False,98,1
brass instrument,jazz instrument,"['vuvuzela', 'bugle']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,2
brass instrument,jazz instrument,"['sackbut', 'serpent']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,3
brass instrument,jazz instrument,"['alpenhorn', 'trumpet']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,4
european country,nato member,"['france', 'switzerland']",belgium,belgium,q2_only,yes,yes,True,False,True,False,99,0
european country,nato member,"['greece', 'sweden']",montenegro,montenegro,invalid,yes,yes,True,False,True,False,99,1
european country,nato member,"['spain', 'switzerland']",bulgaria,bulgaria,invalid,yes,yes,True,False,True,False,99,2
european country,nato member,"['spain', 'finland']",norway,norway,q2_only,yes,yes,True,False,True,False,99,3
european country,nato member,"['sweden', 'serbia']",norway,norway,q2_only,yes,yes,True,False,True,False,99,4
gym equipment,home workout equipment,"['rowing machine', 'dumbbell']",exercise bike,exercise bike,invalid,yes,yes,True,False,True,False,100,0
gym equipment,home workout equipment,"['yoga mat', 'smith machine']",dumbbell,dumbbell,shared,yes,yes,True,True,True,False,100,1
gym equipment,home workout equipment,"['elliptical', 'rowing machine']",treadmill,treadmill,invalid,yes,yes,True,False,True,False,100,2
gym equipment,home workout equipment,"['bench press', 'cable machine']",elliptical treadmill,elliptical treadmill,invalid,no,no,True,True,False,True,100,3
gym equipment,home workout equipment,"['bench press', 'rowing machine']",exercise bike,exercise bike,invalid,yes,yes,True,False,True,False,100,4
kitchen appliance,smart home device,"['blender', 'air fryer']",smartwatch,smartwatch,invalid,no,no,True,True,False,True,101,0
kitchen appliance,smart home device,"['food processor', 'toaster']",light bulb,light bulb,invalid,no,no,True,True,False,True,101,1
kitchen appliance,smart home device,"['stand mixer', 'blender']",light bulb,light bulb,invalid,no,no,True,True,False,True,101,2
kitchen appliance,smart home device,"['coffee maker', 'rice cooker']",thermostat,thermostat,q2_only,no,no,True,True,False,True,101,3
kitchen appliance,smart home device,"['refrigerator', 'dishwasher']",light bulb,light bulb,invalid,no,no,True,True,False,True,101,4
pasta shape,italian food,"['farfalle', 'cannelloni']",bruschetta,bruschetta,q2_only,no,no,True,True,False,True,102,0
pasta shape,italian food,"['penne', 'fettuccine']",spaghetti,spaghetti,shared,yes,yes,True,True,True,False,102,1
pasta shape,italian food,"['orzo', 'farfalle']",risotto,risotto,q2_only,no,no,True,True,False,True,102,2
pasta shape,italian food,"['ziti', 'farfalle']",ravioli,ravioli,shared,no,no,True,False,False,True,102,3
pasta shape,italian food,"['lasagna', 'spaghetti']",pizza,pizza,q2_only,no,no,True,True,False,True,102,4
dog breed,working dog,"['poodle', 'beagle']",retriever,retriever,invalid,yes,yes,True,False,True,False,103,0
dog breed,working dog,"['doberman', 'chihuahua']",retriever,retriever,invalid,yes,yes,True,False,True,False,103,1
dog breed,working dog,"['german shepherd', 'corgi']",retriever,retriever,invalid,yes,yes,True,False,True,False,103,2
dog breed,working dog,"['poodle', 'dachshund']",retriever,retriever,invalid,yes,yes,True,False,True,False,103,3
dog breed,working dog,"['beagle', 'doberman']",retriever,retriever,invalid,yes,yes,True,False,True,False,103,4
social media platform,messaging app,"['threads', 'youtube']",whatsapp,whatsapp,shared,no,no,True,False,False,True,104,0
social media platform,messaging app,"['youtube', 'tiktok']",whatsapp,whatsapp,shared,no,no,True,False,False,True,104,1
social media platform,messaging app,"['pinterest', 'youtube']",telegram,telegram,q2_only,no,no,True,True,False,True,104,2
social media platform,messaging app,"['tiktok', 'snapchat']",whatsapp,whatsapp,shared,no,no,True,False,False,True,104,3
social media platform,messaging app,"['twitch', 'tumblr']",whatsapp,whatsapp,shared,no,no,True,False,False,True,104,4
freshwater fish,game fish,"['perch', 'goldfish']",perch,perch,invalid,yes,yes,True,False,True,False,105,0
freshwater fish,game fish,"['bluegill', 'crappie']",salmon,salmon,invalid,no,no,True,True,False,True,105,1
freshwater fish,game fish,"['bluegill', 'sturgeon']",tuna,tuna,q2_only,no,no,True,True,False,True,105,2
freshwater fish,game fish,"['tetra', 'carp']",trout,trout,shared,yes,yes,True,True,True,False,105,3
