q1,q2,q1_example_answers,generated_impostor_answer,generated_impostor_raw,impostor_answer_type,judge_choice,judge_raw_output,judge_valid_output,judge_correct,blended_in,caught,pair_index,round_num
mythological creature,movie monster,"['pegasus', 'vampire']",monster,monster,invalid,no,no,True,True,False,True,54,1
mythological creature,movie monster,"['minotaur', 'ghost']",mummy,mummy,shared,no,no,True,False,False,True,54,2
mythological creature,movie monster,"['griffin', 'zombie']",goblin,goblin,invalid,yes,yes,True,False,True,False,54,3
mythological creature,movie monster,"['werewolf', 'mummy']",giant spider,giant spider,invalid,no,no,True,True,False,True,54,4
hobby,outdoor activity,"['sewing', 'fishing']",hiking,hiking,shared,yes,yes,True,True,True,False,55,0
hobby,outdoor activity,"['photography', 'sewing']",hiking,hiking,shared,yes,yes,True,True,True,False,55,1
hobby,outdoor activity,"['reading', 'baking']",hiking,hiking,shared,yes,yes,True,True,True,False,55,2
hobby,outdoor activity,"['photography', 'woodworking']",hiking,hiking,shared,yes,yes,True,True,True,False,55,3
hobby,outdoor activity,"['sewing', 'cycling']",hiking,hiking,shared,yes,yes,True,True,True,False,55,4
ocean animal,aquarium pet,"['sea turtle', 'dolphin']",turtle,turtle,invalid,yes,yes,True,False,True,False,56,0
ocean animal,aquarium pet,"['clownfish', 'whale']",saltwater fish,saltwater fish,invalid,no,no,True,True,False,True,56,1
ocean animal,aquarium pet,"['lobster', 'eel']",turtle,turtle,invalid,yes,yes,True,False,True,False,56,2
ocean animal,aquarium pet,"['octopus', 'crab']",lobster,lobster,invalid,no,no,True,True,False,True,56,3
ocean animal,aquarium pet,"['sea turtle', 'seahorse']",turtle,turtle,invalid,yes,yes,True,False,True,False,56,4
winter sport,olympic sport,"['figure skating', 'biathlon']",curling,curling,shared,yes,yes,True,True,True,False,57,0
winter sport,olympic sport,"['bobsleigh', 'ski jumping']",curling,curling,shared,yes,yes,True,True,True,False,57,1
winter sport,olympic sport,"['hockey', 'snowshoeing']",skating,skating,invalid,yes,yes,True,False,True,False,57,2
winter sport,olympic sport,"['snowboarding', 'snowshoeing']",skating,skating,invalid,yes,yes,True,False,True,False,57,3
winter sport,olympic sport,"['snowmobiling', 'skeleton']",rowing,rowing,invalid,no,no,True,True,False,True,57,4
citrus fruit,tropical fruit,"['grapefruit', 'yuzu']",papaya,papaya,q2_only,no,no,True,True,False,True,58,0
citrus fruit,tropical fruit,"['lime', 'clementine']",orange,orange,shared,yes,yes,True,True,True,False,58,1
citrus fruit,tropical fruit,"['mandarin', 'tangerine']",pomelo,pomelo,invalid,yes,yes,True,False,True,False,58,2
citrus fruit,tropical fruit,"['kumquat', 'bergamot']",pomelo,pomelo,invalid,yes,yes,True,False,True,False,58,3
citrus fruit,tropical fruit,"['bergamot', 'yuzu']",mango,mango,q2_only,no,no,True,True,False,True,58,4
string instrument,orchestra instrument,"['viola', 'ukulele']",violin,violin,shared,yes,yes,True,True,True,False,59,0
string instrument,orchestra instrument,"['ukulele', 'viola']",guitar,guitar,invalid,yes,yes,True,False,True,False,59,1
string instrument,orchestra instrument,"['dulcimer', 'harp']",xylophone,xylophone,q2_only,no,no,True,True,False,True,59,2
string instrument,orchestra instrument,"['violin', 'sitar']",viola,viola,invalid,yes,yes,True,False,True,False,59,3
string instrument,orchestra instrument,"['harp', 'mandolin']",guitar,guitar,invalid,yes,yes,True,False,True,False,59,4
european capital,coastal city,"['london', 'paris']",antwerp,antwerp,invalid,no,no,True,True,False,True,60,0
european capital,coastal city,"['warsaw', 'amsterdam']",amsterdam,amsterdam,shared,no,no,True,False,False,True,60,1
european capital,coastal city,"['rome', 'lisbon']",turin,turin,invalid,no,no,True,True,False,True,60,2
european capital,coastal city,"['berlin', 'lisbon']",tokyo,tokyo,invalid,no,no,True,True,False,True,60,3
european capital,coastal city,"['lisbon', 'amsterdam']",antwerp,antwerp,invalid,no,no,True,True,False,True,60,4
fast food chain,pizza place,"['mcdonalds', 'wendys']",papa john's,papa john's,invalid,yes,yes,True,False,True,False,61,0
fast food chain,pizza place,"['mcdonalds', 'subway']",pizzeria,pizzeria,invalid,no,no,True,True,False,True,61,1
fast food chain,pizza place,"['dominos', 'chipotle']",papa john's,papa john's,invalid,yes,yes,True,False,True,False,61,2
fast food chain,pizza place,"['sonic', 'mcdonalds']",pizzahut,pizzahut,invalid,no,no,True,True,False,True,61,3
fast food chain,pizza place,"['subway', 'taco bell']",pizzeria,pizzeria,invalid,no,no,True,True,False,True,61,4
hand tool,gardening tool,"['chisel', 'drill']",saw,saw,invalid,yes,yes,True,False,True,False,62,0
hand tool,gardening tool,"['pliers', 'sander']",pruner,pruner,invalid,yes,yes,True,False,True,False,62,1
hand tool,gardening tool,"['hammer', 'allen key']",pruning shears,pruning shears,invalid,yes,yes,True,False,True,False,62,2
hand tool,gardening tool,"['trowel', 'shears']",pruner,pruner,invalid,yes,yes,True,False,True,False,62,3
hand tool,gardening tool,"['utility knife', 'drill']",pruning shears,pruning shears,invalid,yes,yes,True,False,True,False,62,4
flying insect,stinging insect,"['moth', 'yellow jacket']",wasp,wasp,shared,yes,yes,True,True,True,False,63,0
flying insect,stinging insect,"['bee', 'gnat']",hornet,hornet,shared,yes,yes,True,True,True,False,63,1
flying insect,stinging insect,"['mosquito', 'moth']",bee,bee,shared,yes,yes,True,True,True,False,63,2
flying insect,stinging insect,"['mosquito', 'dragonfly']",ant,ant,q2_only,yes,yes,True,False,True,False,63,3
flying insect,stinging insect,"['gnat', 'ladybug']",ant,ant,q2_only,yes,yes,True,False,True,False,63,4
carnivore,african animal,"['jaguar', 'hawk']",lion,lion,shared,yes,yes,True,True,True,False,64,0
carnivore,african animal,"['hawk', 'fox']",lion,lion,shared,yes,yes,True,True,True,False,64,1
carnivore,african animal,"['shark', 'snake']",crocodile,crocodile,shared,yes,yes,True,True,True,False,64,2
carnivore,african animal,"['jaguar', 'bear']",lion,lion,shared,yes,yes,True,True,True,False,64,3
carnivore,african animal,"['hyena', 'crocodile']",lion,lion,shared,yes,yes,True,True,True,False,64,4
footwear,winter clothing,"['wedges', 'heels']",boots,boots,shared,yes,yes,True,True,True,False,65,0
footwear,winter clothing,"['loafers', 'sandals']",boots,boots,shared,yes,yes,True,True,True,False,65,1
footwear,winter clothing,"['wedges', 'flats']",boots,boots,shared,yes,yes,True,True,True,False,65,2
footwear,winter clothing,"['boots', 'moccasins']",boots,boots,shared,yes,yes,True,True,True,False,65,3
footwear,winter clothing,"['water shoes', 'boots']",boots,boots,shared,yes,yes,True,True,True,False,65,4
red fruit,berry,"['pomegranate', 'guava']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,0
red fruit,berry,"['cranberry', 'rhubarb']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,1
red fruit,berry,"['tomato', 'guava']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,2
red fruit,berry,"['dragon fruit', 'redcurrant']",strawberry,strawberry,shared,yes,yes,True,True,True,False,66,3
red fruit,berry,"['apple', 'watermelon']",raspberry,raspberry,shared,yes,yes,True,True,True,False,66,4
party game,card game,"['codenames', 'cranium']",bingo,bingo,invalid,yes,yes,True,False,True,False,67,0
party game,card game,"['taboo', 'codenames']",blackjack,blackjack,q2_only,no,no,True,True,False,True,67,1
party game,card game,"['pictionary', 'heads up']",blackjack,blackjack,q2_only,no,no,True,True,False,True,67,2
party game,card game,"['apples to apples', 'scattergories']",bid whist,bid whist,invalid,no,no,True,True,False,True,67,3
party game,card game,"['cards against humanity', 'heads up']",poker,poker,q2_only,no,no,True,True,False,True,67,4
hot drink,caffeinated drink,"['broth', 'espresso']",coffee,coffee,shared,yes,yes,True,True,True,False,68,0
hot drink,caffeinated drink,"['espresso', 'coffee']",coffee,coffee,shared,yes,yes,True,True,True,False,68,1
hot drink,caffeinated drink,"['hot chocolate', 'warm milk']",espresso,espresso,shared,yes,yes,True,True,True,False,68,2
hot drink,caffeinated drink,"['hot chocolate', 'mocha']",espresso,espresso,shared,yes,yes,True,True,True,False,68,3
hot drink,caffeinated drink,"['chai', 'latte']",espresso,espresso,shared,yes,yes,True,True,True,False,68,4
furniture,wood object,"['desk', 'bench']",table,table,shared,yes,yes,True,True,True,False,69,0
furniture,wood object,"['dresser', 'ottoman']",table,table,shared,yes,yes,True,True,True,False,69,1
furniture,wood object,"['nightstand', 'recliner']",chair,chair,shared,yes,yes,True,True,True,False,69,2
furniture,wood object,"['bed', 'sofa']",chair,chair,shared,yes,yes,True,True,True,False,69,3
furniture,wood object,"['chair', 'recliner']",table,table,shared,yes,yes,True,True,True,False,69,4
reptile,pet,"['alligator', 'crocodile']",turtle,turtle,shared,yes,yes,True,True,True,False,70,0
reptile,pet,"['cobra', 'tortoise']",snake,snake,shared,yes,yes,True,True,True,False,70,1
reptile,pet,"['lizard', 'iguana']",snake,snake,shared,yes,yes,True,True,True,False,70,2
reptile,pet,"['chameleon', 'lizard']",snake,snake,shared,yes,yes,True,True,True,False,70,3
reptile,pet,"['alligator', 'skink']",turtle,turtle,shared,yes,yes,True,True,True,False,70,4
breakfast food,baked good,"['pancakes', 'hash browns']",donut,donut,invalid,yes,yes,True,False,True,False,71,0
breakfast food,baked good,"['sausage', 'hash browns']",bagel,bagel,shared,yes,yes,True,True,True,False,71,1
breakfast food,baked good,"['waffles', 'french toast']",croissant,croissant,shared,yes,yes,True,True,True,False,71,2
breakfast food,baked good,"['cereal', 'bacon']",cake,cake,q2_only,no,no,True,True,False,True,71,3
breakfast food,baked good,"['eggs', 'toast']",baguettes,baguettes,invalid,no,no,True,True,False,True,71,4
precious metal,jewelry material,"['osmium', 'gold']",silver,silver,shared,yes,yes,True,True,True,False,72,0
precious metal,jewelry material,"['ruthenium', 'silver']",gold,gold,shared,yes,yes,True,True,True,False,72,1
precious metal,jewelry material,"['brass', 'iridium']",gold,gold,shared,yes,yes,True,True,True,False,72,2
precious metal,jewelry material,"['titanium', 'osmium']",gold,gold,shared,yes,yes,True,True,True,False,72,3
precious metal,jewelry material,"['titanium', 'osmium']",gold,gold,shared,yes,yes,True,True,True,False,72,4
transport with wheels,public transport,"['stroller', 'wheelchair']",bus,bus,shared,yes,yes,True,True,True,False,73,0
transport with wheels,public transport,"['golf cart', 'bus']",taxi,taxi,q2_only,yes,yes,True,False,True,False,73,1
transport with wheels,public transport,"['bicycle', 'train']",bus,bus,shared,yes,yes,True,True,True,False,73,2
transport with wheels,public transport,"['stroller', 'bicycle']",bicycle,bicycle,invalid,yes,yes,True,False,True,False,73,3
transport with wheels,public transport,"['scooter', 'train']",bus,bus,shared,yes,yes,True,True,True,False,73,4
yellow food,dessert,"['corn', 'custard']",ice cream,ice cream,q2_only,yes,yes,True,False,True,False,74,0
yellow food,dessert,"['mustard', 'custard']",ice cream,ice cream,q2_only,yes,yes,True,False,True,False,74,1
yellow food,dessert,"['pineapple', 'saffron']",ice cream,ice cream,q2_only,yes,yes,True,False,True,False,74,2
yellow food,dessert,"['bell pepper', 'butter']",pie,pie,q2_only,no,no,True,True,False,True,74,3
yellow food,dessert,"['cheese', 'mustard']",cake,cake,q2_only,no,no,True,True,False,True,74,4
computer peripheral,office supply,"['speakers', 'stylus']",paper,paper,q2_only,no,no,True,True,False,True,75,0
computer peripheral,office supply,"['flash drive', 'stylus']",pencil,pencil,q2_only,no,no,True,True,False,True,75,1
computer peripheral,office supply,"['flash drive', 'speakers']",computer,computer,invalid,no,no,True,True,False,True,75,2
computer peripheral,office supply,"['external hard drive', 'flash drive']",usb,USB,invalid,yes,yes,True,False,True,False,75,3
computer peripheral,office supply,"['external hard drive', 'graphics tablet']",printer,printer,shared,yes,yes,True,True,True,False,75,4
clothing brand,luxury brand,"['nike', 'under armour']",gucci,gucci,shared,yes,yes,True,True,True,False,76,0
clothing brand,luxury brand,"['gap', 'adidas']",gucci,gucci,shared,yes,yes,True,True,True,False,76,1
clothing brand,luxury brand,"[""levi's"", 'supreme']",gucci,gucci,shared,yes,yes,True,True,True,False,76,2
clothing brand,luxury brand,"['supreme', 'nike']",louis vuitton,louis vuitton,shared,yes,yes,True,True,True,False,76,3
clothing brand,luxury brand,"['nike', 'under armour']",gucci,gucci,shared,yes,yes,True,True,True,False,76,4
french food,cheese,"['brie', 'ratatouille']",gouda,gouda,q2_only,no,no,True,True,False,True,77,0
french food,cheese,"['crepe', 'coq au vin']",cheddar,cheddar,q2_only,no,no,True,True,False,True,77,1
french food,cheese,"['quiche', 'foie gras']",gorgonzola,gorgonzola,invalid,no,no,True,True,False,True,77,2
french food,cheese,"['escargot', 'baguette']",brie,brie,shared,yes,yes,True,True,True,False,77,3
french food,cheese,"['quiche', 'croissant']",brie,brie,shared,yes,yes,True,True,True,False,77,4
mythological hero,constellation,"['hector', 'theseus']",pisces,pisces,invalid,no,no,True,True,False,True,78,0
mythological hero,constellation,"['gilgamesh', 'pollux']",arcsinius,arcsinius,invalid,no,no,True,True,False,True,78,1
mythological hero,constellation,"['pollux', 'aeneas']",sirius,sirius,invalid,no,no,True,True,False,True,78,2
mythological hero,constellation,"['beowulf', 'pollux']",polaris,polaris,invalid,no,no,True,True,False,True,78,3
mythological hero,constellation,"['orion', 'gilgamesh']",polaris,polaris,invalid,no,no,True,True,False,True,78,4
heavy machinery,farm equipment,"['skid steer', 'crane']",tractor,tractor,shared,yes,yes,True,True,True,False,79,0
heavy machinery,farm equipment,"['dump truck', 'bulldozer']",tractor,tractor,shared,yes,yes,True,True,True,False,79,1
heavy machinery,farm equipment,"['trencher', 'tractor']",plow,plow,shared,no,no,True,False,False,True,79,2
heavy machinery,farm equipment,"['crane', 'dump truck']",tractor,tractor,shared,yes,yes,True,True,True,False,79,3
heavy machinery,farm equipment,"['backhoe', 'tractor']",tractor,tractor,shared,yes,yes,True,True,True,False,79,4
german brand,car brand,"['puma', 'bmw']",ford,ford,q2_only,no,no,True,True,False,True,80,0
german brand,car brand,"['bmw', 'hugo boss']",mercedes,mercedes,shared,yes,yes,True,True,True,False,80,1
german brand,car brand,"['aldi', 'bayer']",lada,lada,invalid,no,no,True,True,False,True,80,2
german brand,car brand,"['adidas', 'bayer']",lamborghini,lamborghini,invalid,no,no,True,True,False,True,80,3
german brand,car brand,"['sap', 'bosch']",audi,audi,shared,yes,yes,True,True,True,False,80,4
hospital staff,medical profession,"['technician', 'anesthesiologist']",surgeon,surgeon,shared,yes,yes,True,True,True,False,81,0
hospital staff,medical profession,"['technician', 'pediatrician']",nurse,nurse,shared,yes,yes,True,True,True,False,81,1
hospital staff,medical profession,"['surgeon', 'technician']",nurse,nurse,shared,yes,yes,True,True,True,False,81,2
hospital staff,medical profession,"['janitor', 'nurse']",doctor,doctor,invalid,yes,yes,True,False,True,False,81,3
hospital staff,medical profession,"['chaplain', 'anesthesiologist']",nurse,nurse,shared,yes,yes,True,True,True,False,81,4
folk instrument,woodwind instrument,"['washboard', 'acoustic guitar']",clarinet,clarinet,q2_only,yes,yes,True,False,True,False,82,0
folk instrument,woodwind instrument,"['tin whistle', 'recorder']",flute,flute,q2_only,yes,yes,True,False,True,False,82,1
folk instrument,woodwind instrument,"['mandolin', 'hurdy gurdy']",guitar,guitar,invalid,yes,yes,True,False,True,False,82,2
folk instrument,woodwind instrument,"['dulcimer', 'harmonica']",flute,flute,q2_only,yes,yes,True,False,True,False,82,3
folk instrument,woodwind instrument,"['bagpipes', 'recorder']",flute,flute,q2_only,yes,yes,True,False,True,False,82,4
camping gear,rain gear,"['headlamp', 'waterproof jacket']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,0
camping gear,rain gear,"['hiking boots', 'water filter']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,1
camping gear,rain gear,"['water filter', 'poncho']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,2
camping gear,rain gear,"['lantern', 'poncho']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,3
camping gear,rain gear,"['compass', 'folding chair']",raincoat,raincoat,invalid,yes,yes,True,False,True,False,83,4
soup,noodle dish,"['laksa', 'clam chowder']",noodle soup,noodle soup,invalid,yes,yes,True,False,True,False,84,0
soup,noodle dish,"['pho', 'udon']",ramen,ramen,shared,yes,yes,True,True,True,False,84,1
soup,noodle dish,"['miso', 'udon']",ramen,ramen,shared,yes,yes,True,True,True,False,84,2
soup,noodle dish,"['clam chowder', 'lentil soup']",udon,udon,shared,yes,yes,True,True,True,False,84,3
soup,noodle dish,"['clam chowder', 'chicken noodle']",ramen,ramen,shared,yes,yes,True,True,True,False,84,4
metal,chemical element,"['electrum', 'steel']",gold,gold,shared,yes,yes,True,True,True,False,85,0
metal,chemical element,"['electrum', 'sterling silver']",gold,gold,shared,yes,yes,True,True,True,False,85,1
metal,chemical element,"['duralumin', 'cast iron']",gold,gold,shared,yes,yes,True,True,True,False,85,2
metal,chemical element,"['electrum', 'brass']",gold,gold,shared,yes,yes,True,True,True,False,85,3
metal,chemical element,"['duralumin', 'cast iron']",gold,gold,shared,yes,yes,True,True,True,False,85,4
spanish speaking country,south american country,"['peru', 'colombia']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,0
spanish speaking country,south american country,"['nicaragua', 'venezuela']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,1
spanish speaking country,south american country,"['panama', 'spain']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,2
spanish speaking country,south american country,"['venezuela', 'mexico']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,3
spanish speaking country,south american country,"['spain', 'guatemala']",bolivia,bolivia,q2_only,yes,yes,True,False,True,False,86,4
venomous animal,australian animal,"['rattlesnake', 'black widow']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,0
venomous animal,australian animal,"['wasp', 'platypus']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,1
venomous animal,australian animal,"['inland taipan', 'lionfish']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,2
venomous animal,australian animal,"['bee', 'cobra']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,3
venomous animal,australian animal,"['cobra', 'funnel-web spider']",kangaroo,kangaroo,q2_only,no,no,True,True,False,True,87,4
salty snack,movie theater food,"['mixed nuts', 'sunflower seeds']",chips,chips,invalid,yes,yes,True,False,True,False,88,0
salty snack,movie theater food,"['cheese puffs', 'pork rinds']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,1
salty snack,movie theater food,"['crackers', 'popcorn']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,2
salty snack,movie theater food,"['popcorn', 'peanuts']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,3
salty snack,movie theater food,"['trail mix', 'mixed nuts']",popcorn,popcorn,shared,yes,yes,True,True,True,False,88,4
tech giant,streaming service,"['adobe', 'cisco']",netflix,netflix,shared,no,no,True,False,False,True,89,0
tech giant,streaming service,"['amazon', 'microsoft']",apple,apple,shared,yes,yes,True,True,True,False,89,1
tech giant,streaming service,"['adobe', 'netflix']",amazon,amazon,shared,yes,yes,True,True,True,False,89,2
tech giant,streaming service,"['intel', 'adobe']",netflix,netflix,shared,no,no,True,False,False,True,89,3
tech giant,streaming service,"['oracle', 'amazon']",netflix,netflix,shared,no,no,True,False,False,True,89,4
flightless bird,antarctic animal,"['gentoo penguin', 'chinstrap penguin']",penguin,penguin,invalid,yes,yes,True,False,True,False,90,0
flightless bird,antarctic animal,"['emperor penguin', 'takahe']",penguin,penguin,invalid,yes,yes,True,False,True,False,90,1
flightless bird,antarctic animal,"['adelie penguin', 'takahe']",penguin,penguin,invalid,yes,yes,True,False,True,False,90,2
flightless bird,antarctic animal,"['emperor penguin', 'kiwi']",penguin,penguin,invalid,yes,yes,True,False,True,False,90,3
flightless bird,antarctic animal,"['chinstrap penguin', 'kiwi']",penguin,penguin,invalid,yes,yes,True,False,True,False,90,4
school subject,craft,"['pottery', 'geography']",pottery,pottery,shared,no,no,True,False,False,True,91,0
school subject,craft,"['biology', 'physics']",crafts,crafts,invalid,no,no,True,True,False,True,91,1
school subject,craft,"['sewing', 'biology']",crocheting,crocheting,invalid,no,no,True,True,False,True,91,2
school subject,craft,"['chemistry', 'geography']",painting,painting,invalid,no,no,True,True,False,True,91,3
school subject,craft,"['math', 'ceramics']",painting,painting,invalid,no,no,True,True,False,True,91,4
houseplant,succulent,"['haworthia', 'calathea']",string of pearls,string of pearls,shared,yes,yes,True,True,True,False,92,0
houseplant,succulent,"['philodendron', 'fern']",agave,agave,q2_only,yes,yes,True,False,True,False,92,1
houseplant,succulent,"['rubber plant', 'jade plant']",agave,agave,q2_only,yes,yes,True,False,True,False,92,2
houseplant,succulent,"['rubber plant', 'philodendron']",kalanchoe,kalanchoe,q2_only,yes,yes,True,False,True,False,92,3
houseplant,succulent,"['haworthia', 'snake plant']",string of pearls,string of pearls,shared,yes,yes,True,True,True,False,92,4
uniformed profession,medical profession,"['firefighter', 'doctor']",nurse,nurse,shared,yes,yes,True,True,True,False,93,0
uniformed profession,medical profession,"['security guard', 'nurse']",doctor,doctor,shared,yes,yes,True,True,True,False,93,1
uniformed profession,medical profession,"['flight attendant', 'doctor']",nurse,nurse,shared,yes,yes,True,True,True,False,93,2
uniformed profession,medical profession,"['mechanic', 'bus driver']",doctor,doctor,shared,yes,yes,True,True,True,False,93,3
uniformed profession,medical profession,"['surgeon', 'chef']",surgeon,surgeon,shared,yes,yes,True,True,True,False,93,4
watercraft,recreational vehicle,"['jet ski', 'kayak']",boat,boat,invalid,yes,yes,True,False,True,False,94,0
watercraft,recreational vehicle,"['cargo ship', 'ferry']",motorhome,motorhome,q2_only,no,no,True,True,False,True,94,1
watercraft,recreational vehicle,"['jet ski', 'pontoon boat']",boat,boat,invalid,yes,yes,True,False,True,False,94,2
watercraft,recreational vehicle,"['galleon', 'trawler']",boat,boat,invalid,yes,yes,True,False,True,False,94,3
watercraft,recreational vehicle,"['barge', 'kayak']",boat,boat,invalid,yes,yes,True,False,True,False,94,4
dietary supplement,mineral,"['probiotics', 'creatine']",salt,salt,invalid,no,no,True,True,False,True,95,0
dietary supplement,mineral,"['ginseng', 'vitamin c']",iron,iron,shared,yes,yes,True,True,True,False,95,1
dietary supplement,mineral,"['ginseng', 'protein powder']",quartz,quartz,q2_only,no,no,True,True,False,True,95,2
dietary supplement,mineral,"['iron', 'ashwagandha']",gold,gold,invalid,no,no,True,True,False,True,95,3
dietary supplement,mineral,"['probiotics', 'potassium']",salt,salt,invalid,no,no,True,True,False,True,95,4
green fruit,salad ingredient,"['breadfruit', 'honeydew']",cucumber,cucumber,shared,no,no,True,False,False,True,96,0
green fruit,salad ingredient,"['green tomato', 'gooseberry']",tomato,tomato,q2_only,no,no,True,True,False,True,96,1
green fruit,salad ingredient,"['zucchini', 'gooseberry']",cucumber,cucumber,shared,no,no,True,False,False,True,96,2
green fruit,salad ingredient,"['green apple', 'green grape']",cucumber,cucumber,shared,no,no,True,False,False,True,96,3
green fruit,salad ingredient,"['avocado', 'green grape']",avocado,avocado,shared,no,no,True,False,False,True,96,4
bird of prey,scavenger,"['hawk', 'merlin']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,0
bird of prey,scavenger,"['sparrowhawk', 'vulture']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,1
bird of prey,scavenger,"['kite', 'sparrowhawk']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,2
bird of prey,scavenger,"['kite', 'caracara']",raptor,raptor,invalid,yes,yes,True,False,True,False,97,3
bird of prey,scavenger,"['hawk', 'kestrel']",hawk,hawk,invalid,yes,yes,True,False,True,False,97,4
brass instrument,jazz instrument,"['euphonium', 'trumpet']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,0
brass instrument,jazz instrument,"['serpent', 'bugle']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,1
brass instrument,jazz instrument,"['mellophone', 'sackbut']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,2
brass instrument,jazz instrument,"['vuvuzela', 'mellophone']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,3
brass instrument,jazz instrument,"['serpent', 'trumpet']",trumpet,trumpet,shared,yes,yes,True,True,True,False,98,4
european country,nato member,"['italy', 'monaco']",bulgaria,bulgaria,invalid,yes,yes,True,False,True,False,99,0
european country,nato member,"['switzerland', 'austria']",bulgaria,bulgaria,invalid,yes,yes,True,False,True,False,99,1
european country,nato member,"['ukraine', 'andorra']",bulgaria,bulgaria,invalid,yes,yes,True,False,True,False,99,2
european country,nato member,"['switzerland', 'finland']",bulgaria,bulgaria,invalid,yes,yes,True,False,True,False,99,3
european country,nato member,"['finland', 'andorra']",bulgaria,bulgaria,invalid,yes,yes,True,False,True,False,99,4
gym equipment,home workout equipment,"['rowing machine', 'leg press']",bike,bike,invalid,yes,yes,True,False,True,False,100,0
gym equipment,home workout equipment,"['rowing machine', 'foam roller']",weights,weights,invalid,yes,yes,True,False,True,False,100,1
gym equipment,home workout equipment,"['smith machine', 'kettlebell']",weight sled,weight sled,invalid,yes,yes,True,False,True,False,100,2
gym equipment,home workout equipment,"['stair climber', 'smith machine']",treadmill,treadmill,invalid,yes,yes,True,False,True,False,100,3
gym equipment,home workout equipment,"['bench press', 'leg press']",weight sled,weight sled,invalid,yes,yes,True,False,True,False,100,4
kitchen appliance,smart home device,"['waffle iron', 'juicer']",oven,oven,shared,yes,yes,True,True,True,False,101,0
kitchen appliance,smart home device,"['toaster', 'electric kettle']",coffee maker,coffee maker,shared,yes,yes,True,True,True,False,101,1
kitchen appliance,smart home device,"['electric kettle', 'toaster']",oven,oven,shared,yes,yes,True,True,True,False,101,2
kitchen appliance,smart home device,"['toaster', 'juicer']",oven,oven,shared,yes,yes,True,True,True,False,101,3
kitchen appliance,smart home device,"['electric kettle', 'rice cooker']",fridge,fridge,invalid,yes,yes,True,False,True,False,101,4
pasta shape,italian food,"['fettuccine', 'tortellini']",lasagna,lasagna,shared,no,no,True,False,False,True,102,0
pasta shape,italian food,"['rotini', 'penne']",lasagna,lasagna,shared,no,no,True,False,False,True,102,1
pasta shape,italian food,"['orzo', 'rotini']",lasagna,lasagna,shared,no,no,True,False,False,True,102,2
pasta shape,italian food,"['ziti', 'rigatoni']",lasagna,lasagna,shared,no,no,True,False,False,True,102,3
pasta shape,italian food,"['rotini', 'rigatoni']",lasagna,lasagna,shared,no,no,True,False,False,True,102,4
dog breed,working dog,"['shih tzu', 'poodle']",retriever,retriever,invalid,yes,yes,True,False,True,False,103,0
dog breed,working dog,"['bulldog', 'great dane']",bulldog,bulldog,invalid,yes,yes,True,False,True,False,103,1
dog breed,working dog,"['chihuahua', 'bulldog']",pitbull,pitbull,invalid,yes,yes,True,False,True,False,103,2
dog breed,working dog,"['rottweiler', 'husky']",dog,dog,invalid,no,no,True,True,False,True,103,3
dog breed,working dog,"['bulldog', 'husky']",labrador,labrador,invalid,yes,yes,True,False,True,False,103,4
social media platform,messaging app,"['linkedin', 'tiktok']",tiktok,tiktok,invalid,yes,yes,True,False,True,False,104,0
social media platform,messaging app,"['twitter', 'facebook']",whatsapp,whatsapp,shared,no,no,True,False,False,True,104,1
social media platform,messaging app,"['pinterest', 'youtube']",telegram,telegram,q2_only,no,no,True,True,False,True,104,2
social media platform,messaging app,"['instagram', 'bluesky']",whatsapp,WhatsApp,shared,no,no,True,False,False,True,104,3
social media platform,messaging app,"['youtube', 'linkedin']",telegram,telegram,q2_only,no,no,True,True,False,True,104,4
freshwater fish,game fish,"['muskie', 'crappie']",salmon,salmon,invalid,yes,yes,True,False,True,False,105,0
freshwater fish,game fish,"['guppy', 'catfish']",trout,trout,shared,yes,yes,True,True,True,False,105,1
freshwater fish,game fish,"['carp', 'goldfish']",trout,trout,shared,yes,yes,True,True,True,False,105,2
