q1,q2,generated_impostor_answer,generated_impostor_raw,impostor_answer_type,judge_choice,judge_raw_output,judge_valid_output,judge_correct,impostor_success,pair_index,round_num
bathroom item,cleaning supply,broom,broom,q2_only,no,no,True,True,False,38,9
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,0
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,1
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,2
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,3
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,4
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,5
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,6
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,7
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,8
school supply,art supply,paintbrush,paintbrush,q2_only,no,no,True,True,False,39,9
board game,strategy game,risk,Risk,shared,yes,yes,True,True,True,40,0
board game,strategy game,risk,Risk,shared,yes,yes,True,True,True,40,1
board game,strategy game,chess,Chess,shared,yes,yes,True,True,True,40,2
board game,strategy game,chess,Chess,shared,yes,yes,True,True,True,40,3
board game,strategy game,risk,Risk,shared,yes,yes,True,True,True,40,4
board game,strategy game,chess,Chess,shared,yes,yes,True,True,True,40,5
board game,strategy game,chess,Chess,shared,yes,yes,True,True,True,40,6
board game,strategy game,chess,Chess,shared,yes,yes,True,True,True,40,7
board game,strategy game,chess,Chess,shared,yes,yes,True,True,True,40,8
board game,strategy game,risk,Risk,shared,yes,yes,True,True,True,40,9
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,0
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,1
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,2
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,3
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,4
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,5
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,6
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,7
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,8
root vegetable,soup ingredient,tomato,tomato,q2_only,no,no,True,True,False,41,9
percussion instrument,marching band instrument,trombone,trombone,q2_only,no,no,True,True,False,42,0
percussion instrument,marching band instrument,snare drum,snare drum,shared,yes,yes,True,True,True,42,1
percussion instrument,marching band instrument,snare drum,snare drum,shared,yes,yes,True,True,True,42,2
percussion instrument,marching band instrument,trumpet,trumpet,q2_only,no,no,True,True,False,42,3
percussion instrument,marching band instrument,trumpet,trumpet,q2_only,no,no,True,True,False,42,4
percussion instrument,marching band instrument,tuba,tuba,q2_only,no,no,True,True,False,42,5
percussion instrument,marching band instrument,trumpet,trumpet,q2_only,no,no,True,True,False,42,6
percussion instrument,marching band instrument,trumpet,trumpet,q2_only,no,no,True,True,False,42,7
percussion instrument,marching band instrument,trumpet,trumpet,q2_only,no,no,True,True,False,42,8
percussion instrument,marching band instrument,trumpet,trumpet,q2_only,no,no,True,True,False,42,9
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,0
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,1
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,2
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,3
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,4
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,5
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,6
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,7
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,8
building material,natural resource,oil,oil,q2_only,no,no,True,True,False,43,9
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,0
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,1
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,2
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,3
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,4
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,5
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,6
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,7
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,8
weapon,hunting gear,bow,bow,shared,yes,yes,True,True,True,44,9
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,0
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,1
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,2
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,3
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,4
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,5
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,6
livestock,pack animal,donkey,donkey,shared,yes,yes,True,True,True,45,7
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,8
livestock,pack animal,camel,camel,q2_only,yes,yes,True,False,True,45,9
flower,wedding item,ring,ring,q2_only,no,no,True,True,False,46,0
flower,wedding item,ring,ring,q2_only,no,no,True,True,False,46,1
flower,wedding item,cake,cake,q2_only,no,no,True,True,False,46,2
flower,wedding item,cake slice,cake slice,invalid,no,no,True,True,False,46,3
flower,wedding item,ring,ring,q2_only,no,no,True,True,False,46,4
flower,wedding item,veil,veil,q2_only,no,no,True,True,False,46,5
flower,wedding item,wedding cake topper,wedding cake topper,invalid,no,no,True,True,False,46,6
flower,wedding item,veil,veil,q2_only,no,no,True,True,False,46,7
flower,wedding item,veil,veil,q2_only,no,no,True,True,False,46,8
flower,wedding item,veil,veil,q2_only,no,no,True,True,False,46,9
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,0
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,1
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,2
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,3
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,4
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,5
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,6
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,7
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,8
beach item,summer clothing,shorts,shorts,q2_only,no,no,True,True,False,47,9
vehicle,military equipment,tank,tank,shared,yes,yes,True,True,True,48,0
vehicle,military equipment,machine gun,machine gun,invalid,no,no,True,True,False,48,1
vehicle,military equipment,tank,tank,shared,yes,yes,True,True,True,48,2
vehicle,military equipment,tank,tank,shared,yes,yes,True,True,True,48,3
vehicle,military equipment,missile,missile,q2_only,no,no,True,True,False,48,4
vehicle,military equipment,tank,tank,shared,yes,yes,True,True,True,48,5
vehicle,military equipment,tank,tank,shared,yes,yes,True,True,True,48,6
vehicle,military equipment,machine gun,machine gun,invalid,no,no,True,True,False,48,7
vehicle,military equipment,tank,tank,shared,yes,yes,True,True,True,48,8
vehicle,military equipment,missile,missile,q2_only,no,no,True,True,False,48,9
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,0
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,1
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,2
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,3
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,4
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,5
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,6
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,7
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,8
sweet treat,halloween item,mask,mask,q2_only,no,no,True,True,False,49,9
country in asia,island nation,malta,Malta,q2_only,no,no,True,True,False,50,0
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,1
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,2
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,3
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,4
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,5
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,6
country in asia,island nation,malta,Malta,q2_only,no,no,True,True,False,50,7
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,8
country in asia,island nation,maldives,Maldives,shared,yes,yes,True,True,True,50,9
rodent,house pest,ant,ant,q2_only,yes,yes,True,False,True,51,0
rodent,house pest,rodent,rodent,invalid,yes,yes,True,False,True,51,1
rodent,house pest,rat,rat,shared,yes,yes,True,True,True,51,2
rodent,house pest,rat,rat,shared,yes,yes,True,True,True,51,3
rodent,house pest,rat,rat,shared,yes,yes,True,True,True,51,4
rodent,house pest,rat,rat,shared,yes,yes,True,True,True,51,5
rodent,house pest,rat,rat,shared,yes,yes,True,True,True,51,6
rodent,house pest,ant,ant,q2_only,yes,yes,True,False,True,51,7
rodent,house pest,rodent,rodent,invalid,yes,yes,True,False,True,51,8
rodent,house pest,ant,ant,q2_only,yes,yes,True,False,True,51,9
pizza topping,dairy product,cheese,cheese,shared,yes,yes,True,True,True,52,0
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,1
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,2
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,3
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,4
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,5
pizza topping,dairy product,cheese,cheese,shared,yes,yes,True,True,True,52,6
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,7
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,8
pizza topping,dairy product,yogurt,yogurt,q2_only,no,no,True,True,False,52,9
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,0
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,1
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,2
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,3
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,4
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,5
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,6
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,7
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,8
water sport,extreme sport,bungee jumping,bungee jumping,q2_only,no,no,True,True,False,53,9
mythological creature,movie monster,morgoth,Morgoth,invalid,no,no,True,True,False,54,0
mythological creature,movie monster,morgoth,Morgoth,invalid,no,no,True,True,False,54,1
mythological creature,movie monster,mummy,mummy,shared,no,no,True,False,False,54,2
mythological creature,movie monster,morgoth,Morgoth,invalid,no,no,True,True,False,54,3
mythological creature,movie monster,frankenstein,Frankenstein,q2_only,no,no,True,True,False,54,4
mythological creature,movie monster,frankenstein,Frankenstein,q2_only,no,no,True,True,False,54,5
mythological creature,movie monster,morgoth,Morgoth,invalid,no,no,True,True,False,54,6
mythological creature,movie monster,morgoth,Morgoth,invalid,no,no,True,True,False,54,7
mythological creature,movie monster,frankenstein,Frankenstein,q2_only,no,no,True,True,False,54,8
mythological creature,movie monster,morgoth,morgoth,invalid,no,no,True,True,False,54,9
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,0
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,1
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,2
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,3
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,4
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,5
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,6
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,7
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,8
hobby,outdoor activity,hiking,hiking,shared,yes,yes,True,True,True,55,9
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,0
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,1
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,2
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,3
ocean animal,aquarium pet,goldfish,goldfish,q2_only,no,no,True,True,False,56,4
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,5
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,6
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,7
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,8
ocean animal,aquarium pet,guppy,guppy,q2_only,no,no,True,True,False,56,9
winter sport,olympic sport,rowing,rowing,invalid,no,no,True,True,False,57,0
winter sport,olympic sport,rowing,rowing,invalid,no,no,True,True,False,57,1
winter sport,olympic sport,swimming,swimming,q2_only,no,no,True,True,False,57,2
winter sport,olympic sport,swimming,swimming,q2_only,no,no,True,True,False,57,3
winter sport,olympic sport,rowing,rowing,invalid,no,no,True,True,False,57,4
winter sport,olympic sport,rowing,rowing,invalid,no,no,True,True,False,57,5
winter sport,olympic sport,rowing,rowing,invalid,no,no,True,True,False,57,6
winter sport,olympic sport,rowing,rowing,invalid,no,no,True,True,False,57,7
winter sport,olympic sport,swimming,swimming,q2_only,no,no,True,True,False,57,8
winter sport,olympic sport,swimming,swimming,q2_only,no,no,True,True,False,57,9
citrus fruit,tropical fruit,mango,mango,q2_only,no,no,True,True,False,58,0
citrus fruit,tropical fruit,pineapple,pineapple,q2_only,no,no,True,True,False,58,1
citrus fruit,tropical fruit,pineapple,pineapple,q2_only,no,no,True,True,False,58,2
citrus fruit,tropical fruit,pineapple,pineapple,q2_only,no,no,True,True,False,58,3
citrus fruit,tropical fruit,pineapple,pineapple,q2_only,no,no,True,True,False,58,4
citrus fruit,tropical fruit,pineapple,pineapple,q2_only,no,no,True,True,False,58,5
citrus fruit,tropical fruit,pineapple,pineapple,q2_only,no,no,True,True,False,58,6
citrus fruit,tropical fruit,mango,mango,q2_only,no,no,True,True,False,58,7
citrus fruit,tropical fruit,mango,mango,q2_only,no,no,True,True,False,58,8
citrus fruit,tropical fruit,mango,mango,q2_only,no,no,True,True,False,58,9
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,0
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,1
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,2
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,3
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,4
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,5
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,6
string instrument,orchestra instrument,flute,flute,q2_only,no,no,True,True,False,59,7
string instrument,orchestra instrument,violin,violin,shared,yes,yes,True,True,True,59,8
string instrument,orchestra instrument,violin,violin,shared,yes,yes,True,True,True,59,9
european capital,coastal city,revelation,revelation,invalid,no,no,True,True,False,60,0
european capital,coastal city,renshaw,renshaw,invalid,no,no,True,True,False,60,1
european capital,coastal city,quebec city,Quebec City,invalid,no,no,True,True,False,60,2
european capital,coastal city,rennes,rennes,invalid,no,no,True,True,False,60,3
european capital,coastal city,rennes,rennes,invalid,no,no,True,True,False,60,4
european capital,coastal city,saint john,"saint john, new brunswick",invalid,no,no,True,True,False,60,5
european capital,coastal city,toronto,toronto,invalid,no,no,True,True,False,60,6
european capital,coastal city,toronto,toronto,invalid,no,no,True,True,False,60,7
european capital,coastal city,renshaw,renshaw,invalid,no,no,True,True,False,60,8
european capital,coastal city,renshaw,renshaw,invalid,no,no,True,True,False,60,9
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,0
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,1
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,2
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,3
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,4
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,5
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,6
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,7
fast food chain,pizza place,pizzeria,pizzeria,invalid,no,no,True,True,False,61,8
fast food chain,pizza place,papa johns,papa john's,shared,no,no,True,False,False,61,9
hand tool,gardening tool,pruner,pruner,invalid,no,no,True,True,False,62,0
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,1
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,2
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,3
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,4
hand tool,gardening tool,pruner,pruner,invalid,no,no,True,True,False,62,5
hand tool,gardening tool,pruner,pruner,invalid,no,no,True,True,False,62,6
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,7
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,8
hand tool,gardening tool,pruning shears,pruning shears,invalid,yes,yes,True,False,True,62,9
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,0
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,1
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,2
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,3
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,4
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,5
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,6
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,7
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,8
flying insect,stinging insect,hornet,hornet,shared,no,no,True,False,False,63,9
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,0
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,1
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,2
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,3
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,4
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,5
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,6
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,7
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,8
carnivore,african animal,lion,lion,shared,yes,yes,True,True,True,64,9
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,0
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,1
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,2
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,3
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,4
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,5
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,6
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,7
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,8
footwear,winter clothing,coat,coat,q2_only,no,no,True,True,False,65,9
red fruit,berry,raspberry,raspberry,shared,yes,yes,True,True,True,66,0
red fruit,berry,raspberry,raspberry,shared,yes,yes,True,True,True,66,1
red fruit,berry,raspberry,raspberry,shared,yes,yes,True,True,True,66,2
red fruit,berry,strawberry,strawberry,shared,yes,yes,True,True,True,66,3
red fruit,berry,strawberry,strawberry,shared,yes,yes,True,True,True,66,4
red fruit,berry,raspberry,raspberry,shared,yes,yes,True,True,True,66,5
red fruit,berry,raspberry,raspberry,shared,yes,yes,True,True,True,66,6
red fruit,berry,strawberry,strawberry,shared,yes,yes,True,True,True,66,7
red fruit,berry,strawberry,strawberry,shared,yes,yes,True,True,True,66,8
red fruit,berry,raspberry,raspberry,shared,yes,yes,True,True,True,66,9
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,0
party game,card game,blackjack,blackjack,q2_only,no,no,True,True,False,67,1
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,2
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,3
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,4
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,5
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,6
party game,card game,blackjack,blackjack,q2_only,no,no,True,True,False,67,7
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,8
party game,card game,poker,poker,q2_only,no,no,True,True,False,67,9
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,0
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,1
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,2
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,3
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,4
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,5
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,6
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,7
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,8
hot drink,caffeinated drink,coffee,coffee,shared,yes,yes,True,True,True,68,9
furniture,wood object,table,table,shared,yes,yes,True,True,True,69,0
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,1
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,2
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,3
furniture,wood object,table,table,shared,yes,yes,True,True,True,69,4
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,5
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,6
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,7
furniture,wood object,chair,chair,shared,yes,yes,True,True,True,69,8
furniture,wood object,table,table,shared,yes,yes,True,True,True,69,9
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,0
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,1
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,2
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,3
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,4
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,5
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,6
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,7
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,8
reptile,pet,dog,dog,q2_only,no,no,True,True,False,70,9
breakfast food,baked good,pie,pie,q2_only,no,no,True,True,False,71,0
breakfast food,baked good,bread,bread,q2_only,yes,yes,True,False,True,71,1
breakfast food,baked good,pie,pie,q2_only,no,no,True,True,False,71,2
breakfast food,baked good,cake,cake,q2_only,no,no,True,True,False,71,3
breakfast food,baked good,cake,cake,q2_only,no,no,True,True,False,71,4
breakfast food,baked good,cake,cake,q2_only,no,no,True,True,False,71,5
breakfast food,baked good,pie,pie,q2_only,no,no,True,True,False,71,6
breakfast food,baked good,pie,pie,q2_only,no,no,True,True,False,71,7
breakfast food,baked good,cake,cake,q2_only,no,no,True,True,False,71,8
breakfast food,baked good,pie,pie,q2_only,no,no,True,True,False,71,9
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,0
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,1
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,2
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,3
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,4
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,5
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,6
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,7
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,8
precious metal,jewelry material,gold,gold,shared,yes,yes,True,True,True,72,9
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,0
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,1
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,2
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,3
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,4
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,5
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,6
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,7
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,8
transport with wheels,public transport,bus,bus,shared,yes,yes,True,True,True,73,9
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,0
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,1
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,2
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,3
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,4
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,5
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,6
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,7
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,8
yellow food,dessert,ice cream,ice cream,q2_only,no,no,True,True,False,74,9
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,0
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,1
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,2
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,3
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,4
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,5
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,6
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,7
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,8
computer peripheral,office supply,paperclip,paperclip,invalid,no,no,True,True,False,75,9
clothing brand,luxury brand,louis vuitton,Louis Vuitton,shared,yes,yes,True,True,True,76,0
clothing brand,luxury brand,louis vuitton,Louis Vuitton,shared,yes,yes,True,True,True,76,1
clothing brand,luxury brand,louis vuitton,Louis Vuitton,shared,yes,yes,True,True,True,76,2
